city_name,latitude,longitude
Goniądz,53.489222,22.7323721
Mońki,53.4065738,22.7983772
Knyszyn,53.3122442,22.9200387
Sejny,54.1101732,23.347142081833674
Drohiczyn,52.396648,22.658812
Siemiatycze,52.4209252,22.875437270492178
Sokółka,53.4049183,23.4995562
Krynki,53.2644419,23.7726182
Dąbrowa Białostocka,53.654439,23.3485102
Suchowola,53.578557,23.1058224
Wysokie Mazowieckie,52.925635400000004,22.51040144868788
Szepietowo,52.8712982,22.5474331
Czyżew,52.7975512,22.3123475
Ciechanowiec,52.6787967,22.4991103
Zambrów,52.975833300000005,22.23729346971591
Białystok,53.132398,23.1591679
Łomża,53.18243065,22.052183817808846
Suwałki,54.102712499999996,22.931878217494493
Miastko,54.0001478,16.9774717
Bytów,54.1694592,17.4890263
Brusy,53.8861557,17.7190437
Chojnice,53.6999165,17.57034607003427
Czersk,53.796196,17.9756228
Debrzno,53.53861,17.2338685
Człuchów,53.6651462,17.3588324
Czarne,53.68353,16.94221
Pruszcz Gdański,54.25764755,18.650104044555775
Żukowo,54.3458469,18.3647494
Kartuzy,54.3342281,18.1973639
Kościerzyna,54.1210215,17.9781656
Kwidzyn,53.7204653,18.937464130662192
Prabuty,53.755995,19.2044449
Lębork,54.5391501,17.7472272
Łeba,54.7604388,17.531376945616415
Nowy Staw,54.1342754,19.0086861
Malbork,54.0358356,19.0368496
Nowy Dwór Gdański,54.2146299,19.1150846
Krynica Morska,54.3800071,19.4433631
Hel,54.6066432,18.8027076
Puck,54.7203995,18.411338
Władysławowo,54.7901316,18.4087342
Jastarnia,54.702764,18.6712892
Ustka,54.5734467,16.859180576172207
Kępice,54.2427792,16.8896705
Kobylnica,54.4397259,16.9968076
Czarna Woda,53.8441983,18.0984293
Skarszewy,54.0717523,18.4459951
Skórcz,53.79455,18.52432
Starogard Gdański,53.9671805,18.532113
Gniew,53.8342221,18.8251596
Tczew,54.09087615,18.77794352885673
Pelplin,53.9283217,18.6978494
Wejherowo,54.606068199999996,18.23178605516042
Rumia,54.56961015,18.38490411370485
Reda,54.6210145,18.32170890341879
Dzierzgoń,53.9239051,19.3479491
Sztum,53.9198663,19.0305384
Gdańsk,54.42880315,18.79832701217957
Gdynia,54.52333035,18.604027892041863
Słupsk,54.46357705,17.02094802171876
Sopot,54.4430399,18.561309520130756
Sławków,50.2984547,19.3898475
Siewierz,50.4710097,19.2318901
Czeladź,50.3184581,19.0736572
Wojkowice,50.3652915,19.0366218
Będzin,50.3356269,19.117295061584233
Szczyrk,49.7165976,19.0254613
Czechowice-Dziedzice,49.9112146,19.007564
Wilamowice,49.9167395,19.1524707
Wisła,52.380897,20.0867774
Skoczów,49.7999039,18.7877583
Cieszyn,49.7557676,18.65623134091032
Ustroń,49.7186488,18.825107461055197
Strumień,49.9171995,18.7634908
Przyrów,50.8051422,19.5254207
Koniecpol,50.7725294,19.6769723
Blachownia,50.7820239,18.9684255
Knurów,50.2071818,18.663707304011943
Sośnicowice,50.2722844,18.5298588
Toszek,50.4551063,18.5180604
Pyskowice,50.3980823,18.6277201
Krzepice,50.9706951,18.7255158
Kłobuck,50.9025547,18.93716
Lubliniec,50.669016,18.6825574
Woźniki,50.5870812,19.0595251
Łaziska Górne,50.1500892,18.8390661
Mikołów,50.1691812,18.9044238
Orzesze,50.108445149999994,18.792235021887763
Koziegłowy,50.5978707,19.1615203
Myszków,50.5736481,19.3219413
Żarki,50.6259563,19.3645599
Pszczyna,49.9778089,18.9423721
Krzanowice,50.017931,18.1216249
Racibórz,50.0917343,18.2196766
Kuźnia Raciborska,50.2007002,18.3105735
Czerwionka-Leszczyny,50.1449958,18.6531994
Kalety,50.5636291,18.885746
Miasteczko Śląskie,50.4915736,18.9230247
Tarnowskie Góry,50.4654128,18.833588437116568
Radzionków,50.4002717,18.9026247
Imielin,50.1440745,19.202583658240222
Lędziny,50.128624,19.11609220672
Bieruń,50.0931922,19.0918262
Wodzisław Śląski,50.0024107,18.4630383
Rydułtowy,50.058436,18.4171831
Radlin,50.0486957,18.4791456
Pszów,50.0449928,18.396218983578315
Włodowice,50.5520931,19.4504273
Ogrodzieniec,50.4521463,19.5213629
Pilica,51.2508597,19.9251145
Poręba,50.4875787,19.337879
Zawiercie,50.4844179,19.4333887
Szczekociny,50.6259216,19.8194681
Łazy,50.4276105,19.3948494
Żywiec,49.706496099999995,19.21914906371902
Bielsko-Biała,49.81207845,19.029198802013944
Bytom,50.3470387,18.9231857
Chorzów,50.288556299999996,18.97044253093511
Częstochowa,50.8089997,19.1244089281233
Dąbrowa Górnicza,50.369624,19.289046489684473
Gliwice,50.30113145,18.662347227971978
Jastrzębie-Zdrój,49.9519085,18.6023614
Jaworzno,50.1894999,19.272511168425055
Katowice,50.2137321,19.00588775660632
Mysłowice,50.2414715,19.1414528
Piekary Śląskie,50.375779050000006,18.93793888798101
Ruda Śląska,50.2858001,18.8747933
Rybnik,50.1105691,18.553187366087336
Siemianowice Śląskie,50.31285075,19.017785857354603
Sosnowiec,50.2712401,19.21556284229424
Świętochłowice,50.2989445,18.907476017927845
Tychy,50.126498049999995,19.006784585824853
Zabrze,50.31428055,18.781576310579183
Żory,50.0454961,18.6943479
Stopnica,50.4382587,20.9385676
Busko-Zdrój,50.46759,20.71919
Nowy Korczyn,50.2994316,20.8090569
Pacanów,50.3999656,21.0409852
Wiślica,50.3484831,20.6745381
Jędrzejów,50.6394435,20.3046116
Małogoszcz,50.8123487,20.2648324
Sędziszów,50.564781,20.0538047
Wodzisław,50.5211403,20.1909163
Sobków,50.6987193,20.4543922
Kazimierza Wielka,50.267489,20.4853308
Skalbmierz,50.3170888,20.3996843
Opatowiec,50.2425871,20.7237798
Chęciny,50.8000835,20.4622228
Chmielnik,50.6145952,20.7510406
Bodzentyn,50.9409927,20.9573478
Daleszyce,50.801991,20.8066334
Piekoszów,50.881422,20.4642464
Łopuszno,50.948616,20.2505964
Pierzchnica,50.6974266,20.7544258
Nowa Słupia,50.8640377,21.0907296
Łagów,50.7754877,21.0839837
Morawica,50.7478149,20.618127
Końskie,51.1910223,20.4071836
Stąporków,51.1380145,20.5573073
Gowarczów,51.2784974,20.438142
Radoszyce,51.0736699,20.2597677
Opatów,50.8017661,21.4238281
Ożarów,50.8864089,21.6656244
Iwaniska,50.7314289,21.281111
Kunów,50.9541063,21.278823
Ćmielów,50.8918364,21.5100875
Ostrowiec Świętokrzyski,50.95020905,21.411509234687305
Pińczów,50.5201929,20.5256241
Działoszyce,50.3654682,20.3521471
Zawichost,50.8074312,21.8523835
Koprzywnica,50.5932218,21.5847266
Sandomierz,50.6793066,21.7495055
Klimontów,50.6563871,21.4506186
Skarżysko-Kamienna,51.1138821,20.857883
Suchedniów,51.0472338,20.8386652
Starachowice,51.03845695,21.08208422827831
Wąchock,51.073812,21.0116897
Osiek,50.5194515,21.4425619
Staszów,50.5612276,21.1677849
Połaniec,50.4329071,21.2810473
Bogoria,50.6519146,21.2601913
Szydłów,50.5907684,21.0045698
Włoszczowa,50.8520727,19.9667772
Kielce,50.85402845,20.60991568734511
Górowo Iławeckie,54.2842481,20.4916449
Sępopol,54.2678744,21.0144242
Bartoszyce,54.2534341,20.80839323665569
Bisztynek,54.0866828,20.908828
Pieniężno,54.2385662,20.1258163
Frombork,54.3583633,19.6823701
Braniewo,54.3825966,19.827344
Działdowo,53.2346517,20.1817841
Lidzbark,53.2628043,19.8231836
Pasłęk,54.0626346,19.6565365
Tolkmicko,54.3201802,19.5270187
Młynary,54.1876231,19.7229376
Ełk,53.8248304,22.3615813
Ryn,53.9386839,21.5440643
Giżycko,54.0361354,21.7661326027255
Zalewo,53.8458768,19.606118
Lubawa,53.5005027,19.735448592924836
Susz,53.7166619,19.3385289
Iława,53.5976095,19.5612175
Kisielice,53.6076054,19.2593923
Kętrzyn,54.0819763,21.376828104006
Korsze,54.1707614,21.1442323
Reszel,54.0482576,21.1421611
Orneta,54.1155533,20.1303378
Lidzbark Warmiński,54.1259406,20.5805641
Mikołajki,53.7981816,21.5772462
Mrągowo,53.868574100000004,21.305158654982982
Nidzica,53.3613838,20.4275719
Nowe Miasto Lubawskie,53.4255933,19.5936277
Olecko,54.0398024,22.4934246
Barczewo,53.8297112,20.6911497
Biskupiec,53.8688,20.95518
Jeziorany,53.9768604,20.7459137
Olsztynek,53.5834201,20.2816198
Dobre Miasto,53.9868899,20.3973402
Miłakowo,54.0101675,20.0711213
Ostróda,53.7028533,19.9623028
Morąg,53.9119982,19.9279895
Miłomłyn,53.7634,19.8413501
Ruciane-Nida,53.65042,21.55982
Biała Piska,53.6113625,22.0581433
Orzysz,53.809833,21.9473601
Pisz,53.6294943,21.8098191
Wielbark,53.3984244,20.9462724
Pasym,53.6521615,20.7917422
Szczytno,53.565489,20.991589
Gołdap,54.3080218,22.3018802
Węgorzewo,54.2138162,21.7416569
Elbląg,54.1988997,19.44108568736702
Olsztyn,53.7766839,20.476507
Margonin,52.9732912,17.0948899
Chodzież,52.994997749999996,16.919925663627275
Szamocin,53.0290045,17.1217202
Budzyń,52.8909489,16.9835951
Wieleń,52.8943347,16.1712847
Krzyż Wielkopolski,52.8796439,16.0141705
Czarnków,52.90107245,16.572584219404398
Trzcianka,53.0417582,16.4610993
Kłecko,52.6324247,17.4282911
Czerniejewo,52.4296119,17.489398
Witkowo,52.4395881,17.7725138
Trzemeszno,52.5600669,17.8208936
Gniezno,52.5359736,17.595889
Borek Wielkopolski,51.916153,17.2425955
Krobia,51.7741006,16.9845547
Poniec,51.7650386,16.8059899
Gostyń,51.8778633,17.0167637
Pogorzela,51.8224142,17.2310362
Rakoniewice,52.1393485,16.2738532
Wielichowo,52.1182673,16.3521384
Grodzisk Wielkopolski,52.2263198,16.3628106
Żerków,52.0687117,17.5633599
Jarocin,51.9739233,17.5011254
Jaraczewo,51.9689115,17.2981142
Stawiszyn,51.9182364,18.1115413
Opatówek,51.7394437,18.2137254
Koźminek,51.798301,18.3383583
Kępno,51.2790265,17.9866632
Rychtal,51.1448363,17.848494
Koło,52.2019866,18.6359912
Kłodawa,52.2574519,18.911206
Dąbie,52.0871691,18.8220738
Przedecz,52.3341735,18.8985119
Kleczew,52.3707265,18.1779886
Rychwał,52.0706234,18.1668295
Sompolno,52.3884355,18.5030075
Golina,52.24276,18.09534
Ślesin,52.37082,18.30593
Krzywiń,51.962928,16.819295
Śmigiel,52.012744,16.5271118
Czempiń,52.1431479,16.7613308
Kościan,52.08336945,16.646088826711576
Kobylin,51.7163621,17.2247584
Krotoszyn,51.695926,17.4374158
Koźmin Wielkopolski,51.8256567,17.4528473
Sulmierzyce,51.6064157,17.5278074
Zduny,51.6463268,17.377617
Rydzyna,51.7863742,16.6673223
Osieczna,51.9033938,16.6762108
Sieraków,52.6513857,16.0808137
Międzychód,52.6046468,15.8935386
Nowy Tomyśl,52.3177643,16.1291553
Opalenica,52.3088119,16.4124256
Lwówek,52.4489307,16.1803554
Zbąszyń,52.2501028,15.9209286
Oborniki,52.6455252,16.8099756
Rogoźno,52.7523023,16.9936288
Raszków,51.7182066,17.7277057
Odolanów,51.5742177,17.673514
Ostrów Wielkopolski,51.6495023,17.8167085
Nowe Skalmierzyce,51.7109127,17.9943345
Grabów nad Prosną,51.5060515,18.1188808
Mikstat,51.5315251,17.9710681
Ostrzeszów,51.4257664,17.9331788
Wysoka,53.1829333,17.0797137
Łobżenica,53.2602878,17.2548401
Ujście,53.0531546,16.7324266
Kaczory,53.1020938,16.8843061
Miasteczko Krajeńskie,53.0976927,17.0072985
Wyrzysk,53.1569822,17.2627004
Piła,53.134719399999994,16.752725352361423
Chocz,51.9752124,17.8706873
Dobrzyca,51.8668166,17.6026387
Pleszew,51.8960985,17.7865673
Kostrzyn,52.3983662,17.2275394
Pobiedziska,52.4773387,17.2870352
Mosina,52.2455834,16.8472591
Stęszew,52.2793539,16.6999331
Kórnik,52.2492751,17.0901242
Murowana Goślina,52.5758465,17.0097914
Luboń,52.3458174,16.8784788
Puszczykowo,52.27761195,16.855721406270032
Swarzędz,52.4103728,17.0771038
Buk,52.357408,16.5166799
Jutrosin,51.6536197,17.1689896
Miejska Górka,51.6552093,16.9561451
Rawicz,51.6101629,16.8583657
Bojanowo,51.7070018,16.7487692
Słupca,52.2872924,17.8713612
Zagórów,52.16899,17.90016
Szamotuły,52.6120328,16.5831241
Pniewy,52.5089624,16.2566411
Obrzycko,52.7064375,16.5252416
Wronki,52.7100316,16.3742572
Ostroróg,52.6267433,16.4491743
Środa Wielkopolska,52.2284266,17.277827
Zaniemyśl,52.1551661,17.1618234
Śrem,52.0893322,17.0156809
Książ Wielkopolski,52.0623513,17.2395591
Dolsk,51.9866,17.0653695
Turek,52.01595,18.50191
Dobra,51.9161774,18.6159693
Tuliszków,52.0770973,18.294932
Gołańcz,52.9431644,17.2999756
Wągrowiec,52.8071754,17.1973241
Mieścisko,52.7436655,17.3294668
Skoki,52.6725926,17.1531343
Wolsztyn,52.11725,16.1126622
Miłosław,52.2023105,17.4892236
Pyzdry,52.1694332,17.687134
Września,52.3250694,17.5652282
Nekla,52.3656249,17.4144598
Złotów,53.3591987,17.043815994517477
Jastrowie,53.4205494,16.8150156
Krajenka,53.2970851,16.9909514
Okonek,53.5347646,16.8516192
Kalisz,51.74736505,18.079590087700034
Konin,52.2301933,18.2521112
Leszno,51.8436068,16.58042182076424
Poznań,52.4006632,16.91973259178088
Tychowo,53.92866,16.25668
Białogard,54.0064367,15.9870974
Karlino,54.0410287,15.8793019
Drawno,53.2189468,15.7580084
Recz,53.2601536,15.5467648
Pełczyce,53.04218,15.30591
Choszczno,53.1704801,15.4167349
Kalisz Pomorski,53.2981616,15.9059903
Złocieniec,53.5310477,16.0107245
Drawsko Pomorskie,53.5310786,15.8134179
Czaplinek,53.560673,16.2319428
Stepnica,53.64959765197855,14.969078227377027
Maszewo,53.496222,15.0613549
Nowogard,53.6687698,15.1225889
Goleniów,53.5656939,14.8299285
Płoty,53.8043384,15.2680368
Trzebiatów,54.0627026,15.2657157
Gryfice,53.9148529,15.1987062
Mieszkowice,52.785412,14.4954296
Moryń,52.8558027,14.3968046
Trzcińsko-Zdrój,52.9660381,14.6075982
Gryfino,53.2535889,14.4924243
Chojna,52.9629793,14.4314113
Cedynia,52.8784024,14.2031446
Dziwnów,54.0277746,14.7603921
Golczewo,53.8241081,14.9773396
Kamień Pomorski,53.9653947,14.7728556
Międzyzdroje,53.9282745,14.448903
Wolin,53.843788,14.6157008
Kołobrzeg,54.1759614,15.5764209
Gościno,54.0515795,15.6534004
Mielno,54.2560766,16.0520587
Bobolice,53.954693,16.5884779
Sianów,54.228188,16.2942839
Polanów,54.11921,16.68725
Dębno,52.7396681,14.7014522
Myślibórz,52.924825,14.8664799
Barlinek,52.9920762,15.2166391
Nowe Warpno,53.7252503,14.2810705
Police,53.5486435,14.5657399
Pyrzyce,53.1461083,14.8924485
Lipiany,53.002904,14.970883
Sławno,54.361141950000004,16.6754076140828
Darłowo,54.42249,16.40933
Stargard,53.30897745,15.031645934671849
Dobrzany,53.3582754,15.4299315
Suchań,53.2799427,15.3188331
Ińsko,53.435721,15.548315
Chociwel,53.4663949,15.3314436
Barwice,53.7445649,16.3549399
Biały Bór,53.8987414,16.8377275
Borne Sulinowo,53.5812939,16.538117
Szczecinek,53.708021,16.6943922
Połczyn-Zdrój,53.7648981,16.0952705
Świdwin,53.774228550000004,15.782684536142817
Mirosławiec,53.3415106,16.0881475
Wałcz,53.269745,16.4670655
Człopa,53.0884595,16.1201069
Tuczno,53.194419,16.1548235
Łobez,53.6391189,15.6213487
Resko,53.7733969,15.4056058
Węgorzyno,53.5411822,15.5602398
Koszalin,54.19092,16.17707
Szczecin,53.42968095,14.592912670292268
Świnoujście,53.827032849999995,14.335689206795696
Mierzyn,51.2560713,19.6759098
Warsaw,52.2337172,21.071432235636493
Zabierzów,50.1146386,19.7993814
Tajęcina,50.1222291,22.0144676
Plewiska,52.3665196,16.809783
Bolszewo,54.61685,18.17654
Trójmiasto,54.4494798,18.733495219257467
Gidle,50.9640585,19.4684614
Komorniki,52.3360059,16.8080811
Centrala Lidl Polska Jankowice,,
Białe Błota,52.89522,18.7071
Zielona Gora,51.9383777,15.5050408
Suchy Las,52.4775865,16.8772192
Czyżemin,51.59151,19.44986
Kobierzyce,50.9720586,16.9298119
Pieńków,52.3741795,20.8141824
Poland,52.215933,19.134422
Gądki,52.3126003,17.0466213
Góraszka,52.18922,21.28836
Żerniki Wrocławskie,51.0331255,17.0557939
Nakło Nad Notecią,53.1386896,17.5998891
Szymanów,52.1616414,20.3810754
Dołuje,53.4359192,14.4026625
Więckowice,50.1602345,20.2982421
Reguły,52.1765336,20.8652372
Wędkowy,54.0568754,18.6162786
Torun,53.0145361,18.596583144651557
Siemianice,54.5020348,17.0607701
Robakowo,52.3098969,17.0771599
Rzeszow,50.0374531,22.0047174
Polska,52.215933,19.134422
Bielany Wrocławskie,51.0392894,16.9686781
Balice,50.08683,19.792135
Żernica,50.2495358,18.6150474
Sady,52.439255,22.7042586
Poland Remote,,
Bielsko-Biala,49.81207845,19.029198802013944
Głuchowo,53.2079479,18.5525964
Mirków,51.1662782,17.1588597
Walcz,53.269745,16.4670655
Posen,52.4006632,16.91973259178088
Duchnice,52.1993454,20.7926444
Wieruchów,52.2322123,20.8275313
Koprki,52.2151964,20.7449061
Chwaszczyno,54.4435509,18.4189445
Pila,53.1511324,16.7380343
Nowy Konik,52.2186458,21.3048117
Kotlarka,51.1372541,21.2844873
Vratislav,51.1089776,17.0326689
Cała Polska,,
Palmiry,52.3663428,20.7785066
Wysogotowo,52.41152,16.7820305
To,53.3785108,14.6194456
Smolice,52.1029001,19.0542164
Lumen,52.23062085,21.003256731310934
Żerniki,51.8133333,18.9263889
Przęsocin,53.51463,14.56561
Macierzysz,52.2258525,20.8574091
Rzeplin,50.467254,23.8494916
Krakau,50.0469432,19.997153435836697
Jasionka,51.9498281,19.3907679
Niepruszewo,52.3858822,16.6040814
Konopiska,50.7269255,19.0102837
Kolonia Lesznowola,52.0804573,20.9671894
Żabia Wola,52.0317125,20.6910675
Niemcz,53.1798859,18.0326381
Zaścianki,52.0368184,22.7855467
Dąbrówka,52.45019,19.36263
Zamienie,52.151461,21.5064882
Nowiny,54.1864242,22.137397
Podłęże,50.55728,20.56031
Podgórzyn,54.1494798,21.2516799
Łęka Mroczeńska,51.2251207,17.963299
Józefosław,52.1006181,21.0468759
Kraków-Śródmieście,50.0632866,19.964628150618662
Stettin,53.42968095,14.592912670292268
Fasty,53.1697765,23.0580853
Jankowice,50.0012906,18.9853299
Straszyn,54.2722494,18.5823095
Varsavia,52.2337172,21.071432235636493
Stobierna,50.0299211,21.4883893
Złotkowo,52.5111149,16.8403779
Wilga,49.9676389,19.977163
Bażanowice,49.73833,18.70208
Rosówek,53.3229721,14.4225335
Tuchom,54.4286983,18.3897141
Swobodnia,52.4808801,20.62463
Poland Remote,,
Czernichów,49.9871154,19.6761974
Ostaszewo,52.7727144,20.809633
Brzegi,50.73997,20.40329
Smolec,51.0744801,16.8843573
Gruszczyce,51.60884,18.46687
Chociule,52.2049565,15.5180402
Izabelin-Dziekanówek,52.3525,20.8194444
Łyszkowice,51.9838704,19.9093515
Łodz,51.7728245,19.47848567915817
Poledno,53.3946079,18.3032172
Mroczeń,51.2257689,17.987252
Łozienica,53.5389624,14.7845519
Sękowo,52.6419547,19.7422876
Raszyn,52.1583333,20.9241667
Krępice,50.3337162,20.4574034
Twórg,,
Tarnowo Podgórne,52.4657445,16.6664446
Brzeźnica,52.7211922,22.8159652
Wiele,53.9228722,17.8626753
Teresin,52.1988856,20.4168294
Tulce,52.3434434,17.0758308
Kornice,50.0909744,18.1073687
Michałowice,51.2321506,17.2151252
Przeźmierowo,52.4260662,16.7873751
Siercza,49.97247,20.04329
Nadarzyn,52.0947222,20.8075
Kamionki,54.2097465,22.3477987
Duninowo,54.5400295,16.8217565
Długołęka,51.1733162,17.1927858
Borówiec,52.2800264,17.0424488
Zalasewo,52.386163,17.074423
Wólka Kosowska,52.057513,20.8401498
Kowale,49.8260438,18.8404476
Teolin,53.4308218,23.2277566
Blizne Łaszczyńskiego,52.2408995,20.8846861
Kozy,49.8462862,19.145175
Wola Batorska,50.0524215,20.2656679
Zalesie Górne,52.0274759,21.0366821
Kostrzyn Nad Odrą,52.5898737,14.6536335
Europe,,
Varsovia,52.2319581,21.0067249
Dąbrowa,54.2741903,20.8060513
Banino,54.3920505,18.4086592
Czerlejno,52.3519521,17.2137723
Tymbark,49.7293607,20.3248972
Kaźmierz,52.5129241,16.5831468
Borkowo,52.5611271,20.6639877
Stare Babice,52.252222,20.8406349
Rokietnica,52.5103217,16.7421238
Bronisze,54.272813,22.4416347
Radonice,52.17084,20.61184
Ochmanów,49.9991148,20.1337617
Turzyn,53.4286941,14.5323632
Gruszczyn,50.8728292,20.160295
Siematycze,,
Wójtowo,53.7900664,20.6013268
Jaworze,49.79248,18.94034
Varsovie,52.2319581,21.0067249
Łochowo,53.1218608,17.8382816
Kaliska,54.3414174,18.2396048
Złotniki,52.9741821,23.1573738
Przodkowo,54.3791906,18.287826
Miszewko,54.403079,18.35843
Sierakowice,54.345194,17.8935576
Szemud,54.4863129,18.2208129
Remote,,
Magnice,50.9886959,16.9590265
Swadzim,53.00101,15.09721
- Musuły,52.0497552,20.6608016
Panieńszczyzna,51.3024737,22.4379924
Kokotów,50.0139139,20.0963232
Porszewice,51.7153717,19.2906508
Cedry Wielkie,54.2441816,18.8457262
Zaczernie,50.0929648,21.996049
Grzępy,52.8641667,16.6313889
Małopole,52.4723758,21.2879304
Janki,52.3333333,19.6666667
Włodzimierzów,51.3737337,19.8258331
Czerniewice,51.6547437,20.1569703
Małe Walichnowy,53.9325198,18.8408472
Sokołów,52.3842405,19.3414444
Węgrzce,51.4801582,16.5768398
Kosakowo,54.22835,21.47486
Cholerzyn,50.0596923,19.7705639
Opacz-Kolonia,52.179016,20.8991029
Bolechowo,53.5056806,14.8721525
Kijewo,53.9181982,22.4976625
Rąbień,51.7902752,19.3213234
Komorów,51.9624538,14.7648218
Ołtarzew,52.2117748,20.7641995
Pszczółki,51.42247,19.10207
Kamień,52.2884074,18.0293306
Biurowiec,52.4456621,16.95493167173472
Skórzec,52.6118,22.5837
Kuny,52.15452,18.4356
Janowice Wielkie,50.87828,15.9208773
Modlniczka,50.1192648,19.8552859
Laski,53.9463479,15.9204021
Całowanie,52.01277,21.31364
Remote/Anywhere Poland,,
Godzikowice,50.9100256,17.3114822
Mysłakowice,50.8365551,15.7871345
Duchnów,52.1906895,21.3536855
Stara Iwiczna,52.0834635,21.0023263
Stegna,54.3286519,19.1130637
Strefa,50.36507,16.4321682
Herby,50.7512437,18.883244
Jonkowo,53.8275836,20.3104882
Zurich,,
Plaza,52.440981699999995,16.91905353116507
Blizne Jasińskiego,52.2445827,20.8733306
Kłoczew,51.7226913,21.9561458
Cracovia,50.0469432,19.997153435836697
Niegardów,50.2179944,20.1855036
